ENTITY_CD,SCHOOL_NAME,YEAR,DISTRICT_CD,DISTRICT_NAME,CSO_NAME,STREET,CITY,PHONE,GRADE_RANGE,NUM_TEACH,NUM_NO_VALID_CERT,PER_NO_VALID_CERT,NUM_TEACH_OUT_CERT,PER_TEACH_OUT_CERT,NUM_FEWER_3YRS_EXP,PER_FEWER_3YRS_EXP,NUM_MAS_PLUS,PER_MAS_PLUS,NUM_CORE,PER_NOT_HQ,NUM_CLASS,NUM_NO_APPROP_CERT,PER_NO_APPROP_CERT,PER_TURN_FIVE_YRS,PER_TURN_ALL,NUM_FT_OTH_PROF_STAFF,NUM_PT_OTH_PROF_STAFF,NUM_FT_PARAPROFESSIONALS,NUM_PT_PARAPROFESSIONALS,NUM_FT_ASST_PRINCIPALS,NUM_PT_ASST_PRINCIPALS,NUM_FT_PRINCIPALS,NUM_PT_PRINCIPALS
411800010001,GANSEVOORT ELEMENTARY SCHOOL,2009,41180001,ROME CITY SD,KAREN MILLER,758 W LIBERTY ST,ROME,3153345180,K-4,29,0,0,0,0,3,10,6,21,36,0,50,0,0,20,26,2,0,0,0,0,0,1,0
411800010001,GANSEVOORT ELEMENTARY SCHOOL,2010,41180001,ROME CITY SD,NAZ FIORE,758 W LIBERTY ST,ROME,3153345180,K-4,33,0,0,1,3,1,3,7,21,48,0,66,1,2,33,7,3,0,0,0,0,0,0,0
411800010001,GANSEVOORT ELEMENTARY SCHOOL,2011,41180001,ROME CITY SD,KATHY BRAGAN,758 W LIBERTY ST,ROME,3153345180,K-4,30,0,0,0,0,2,7,7,23,37,0,48,0,0,20,15,3,0,0,0,0,0,1,0
411800010003,JERRY C CLOUGH ELEMENTARY SCHOOL,2009,41180001,ROME CITY SD,JOHN VERO,409 BELL RD,ROME,3153385280,K-4,19,0,0,0,0,1,5,8,42,20,0,29,1,3,67,20,2,0,0,0,0,0,1,0
411800010006,FORT STANWIX ELEMENTARY SCHOOL,2009,41180001,ROME CITY SD,SUSAN GETNICK,110 W LINDEN ST,ROME,3153385380,K-4,16,0,0,0,0,0,0,7,44,22,0,30,0,0,75,18,0,0,0,0,0,0,1,0
411800010008,BELLAMY ELEMENTARY SCHOOL,2009,41180001,ROME CITY SD,NANCY OPPERMAN,7118 BRENNAN AVE,ROME,3153385260,K-4,11,0,0,0,0,0,0,4,36,18,0,24,0,0,,35,1,0,0,0,0,0,1,0
411800010008,BELLAMY ELEMENTARY SCHOOL,2010,41180001,ROME CITY SD,NANCY OPPERMAN,7118 BRENNAN AVE,ROME,3153385260,"K-4, UE",43,0,0,0,0,1,2,19,44,37,0,76,0,0,,0,5,0,0,0,0,0,1,0
411800010008,BELLAMY ELEMENTARY SCHOOL,2011,41180001,ROME CITY SD,NANCY OPPERMAN,7118 BRENNAN AVE,ROME,3153385260,K-4,41,0,0,0,0,5,12,16,39,41,0,67,0,0,25,23,5,0,0,0,0,0,1,0
411800010010,LYNDON H STROUGH MIDDLE SCHOOL,2009,41180001,ROME CITY SD,RICCARDO RIPA,801 LAUREL ST,ROME,3153385200,"7-8, US",71,0,0,0,0,2,3,33,46,250,0,343,1,0,56,23,7,0,0,0,1,0,1,0
411800010010,LYNDON H STROUGH MIDDLE SCHOOL,2010,41180001,ROME CITY SD,TRACY O'ROURKE,801 LAUREL ST,ROME,3153385200,"7-8, US",83,0,0,6,7,6,7,39,47,286,6,393,26,7,0,6,6,0,0,0,1,0,1,0
411800010010,LYNDON H STROUGH MIDDLE SCHOOL,2011,41180001,ROME CITY SD,TRACY O'ROURKE,801 LAUREL ST,ROME,3153385200,"7-8, US",78,0,0,0,0,5,6,37,47,232,0,346,0,0,29,13,8,0,0,0,1,0,1,0
411800010011,CLOUGH PREK CENTER,2011,41180001,ROME CITY SD,SUSAN GETNICK,409 BELL RD,ROME,3153386541,,13,0,0,0,0,0,0,6,46,3,0,19,0,0,,,2,1,0,0,0,0,0,0
411800010013,RIDGE MILLS ELEMENTARY SCHOOL,2009,41180001,ROME CITY SD,SHEILA SPENCER,7841 ROME-WSTRNVLL RD,ROME,3153341280,K-4,16,0,0,0,0,2,13,3,19,17,0,21,0,0,33,22,1,0,0,0,0,0,1,0
411800010013,RIDGE MILLS ELEMENTARY SCHOOL,2010,41180001,ROME CITY SD,SHEILA SPENCER,7841 ROME-WSTRNVLL RD,ROME,3153341280,"K-4, UE",23,0,0,0,0,0,0,9,39,27,0,43,1,2,0,6,2,3,0,0,0,0,1,0
411800010013,RIDGE MILLS ELEMENTARY SCHOOL,2011,41180001,ROME CITY SD,SHEILA SPENCER,7841 ROME-WSTRNVLL RD,ROME,3153341280,"K-4, UE",18,0,0,0,0,0,0,4,22,14,0,23,0,0,0,35,2,0,0,0,0,0,1,0
411800010014,STOKES ELEMENTARY SCHOOL,2009,41180001,ROME CITY SD,JUDITH MULLIN,9095 TURIN RD,ROME,3153341220,K-4,12,0,0,0,0,0,0,7,58,15,0,16,0,0,,29,1,0,0,0,0,0,1,0
411800010014,STOKES ELEMENTARY SCHOOL,2010,41180001,ROME CITY SD,JUDITH MULLIN,9095 TURIN RD,ROME,3153341220,K-4,18,0,0,0,0,1,6,10,56,25,0,35,0,0,0,0,2,0,0,0,0,0,1,0
411800010014,STOKES ELEMENTARY SCHOOL,2011,41180001,ROME CITY SD,JUDITH MULLIN,9095 TURIN RD,ROME,3153341220,K-4,15,0,0,0,0,1,7,7,47,18,0,19,0,0,67,44,1,0,0,0,0,0,1,0
411800010015,JOHN E JOY ELEMENTARY SCHOOL,2009,41180001,ROME CITY SD,ANDRIA LACEY,8194 BIELBY RD,ROME,3153341260,"PK-4, UE",17,0,0,0,0,0,0,8,47,15,0,20,0,0,0,0,1,0,0,0,0,0,1,0
411800010015,JOHN E JOY ELEMENTARY SCHOOL,2010,41180001,ROME CITY SD,ANDRIA LACEY,8194 BIELBY RD,ROME,3153341260,"K-4, UE",19,0,0,0,0,1,5,10,53,19,0,21,0,0,0,12,2,0,0,0,0,0,1,0
411800010015,JOHN E JOY ELEMENTARY SCHOOL,2011,41180001,ROME CITY SD,ANDRIA LACEY,8194 BIELBY RD,ROME,3153341260,"K-4, UE",18,0,0,0,0,0,0,9,50,26,0,30,0,0,50,32,1,0,0,0,0,0,1,0
411800010020,ROME FREE ACADEMY,2009,41180001,ROME CITY SD,MARK BENSON,95 DART CIRCLE,ROME,3153347200,"9-12, US",119,0,0,1,1,1,1,65,55,398,2,554,9,2,6,13,12,0,0,0,4,0,1,0
411800010020,ROME FREE ACADEMY,2010,41180001,ROME CITY SD,MARK BENSON,95 DART CIRCLE,ROME,3153347200,"9-12, US",128,0,0,2,2,4,3,72,56,470,0,606,7,1,0,7,12,0,0,0,4,0,1,0
411800010020,ROME FREE ACADEMY,2011,41180001,ROME CITY SD,MARK BENSON,95 DART CIRCLE,ROME,3153347200,"9-12, US",117,0,0,0,0,5,4,70,60,389,0,539,0,0,11,16,14,0,0,0,3,0,1,0
411800010023,LOUIS V DENTI ELEMENTARY SCHOOL,2009,41180001,ROME CITY SD,SHERRY LUBEY,1001 RUBY ST,ROME,3153385360,"PK-4, UE",34,0,0,0,0,4,12,11,32,26,0,59,0,0,,16,3,1,0,0,0,0,1,0
411800010023,LOUIS V DENTI ELEMENTARY SCHOOL,2010,41180001,ROME CITY SD,SHERRY LUBEY,1001 RUBY ST,ROME,3153385360,"PK-4, UE",54,0,0,0,0,5,9,20,37,54,0,113,0,0,0,3,3,2,0,0,0,0,2,0
411800010023,LOUIS V DENTI ELEMENTARY SCHOOL,2011,41180001,ROME CITY SD,SHERRY LUBEY,1001 RUBY ST,ROME,3153385360,"K-4, UE",35,0,0,0,0,1,3,14,40,36,0,67,0,0,17,39,2,0,0,0,0,0,1,0
411800010025,GEORGE R STALEY UPPER ELEMENTARY SCHOOL,2009,41180001,ROME CITY SD,JAMES HAUGLI,620 E BLOOMFIELD ST,ROME,3153385300,"5-6, UE",55,0,0,0,0,8,15,15,27,73,0,115,0,0,25,29,6,0,0,0,1,0,1,0
411800010025,GEORGE R STALEY UPPER ELEMENTARY SCHOOL,2010,41180001,ROME CITY SD,KAREN MILLER,620 E BLOOMFIELD ST,ROME,3153385300,"5-6, UE",65,1,2,2,3,9,14,20,31,68,1,93,3,3,7,13,5,0,0,0,1,0,1,0
411800010025,GEORGE R STALEY UPPER ELEMENTARY SCHOOL,2011,41180001,ROME CITY SD,KAREN MILLER,620 E BLOOMFIELD ST,ROME,3153385300,"5-6, UE",64,0,0,0,0,9,14,17,27,58,0,90,0,0,8,18,4,0,0,0,1,0,1,0
411902040000,WATERVILLE CENTRAL SCHOOL DISTRICT,2009,41190204,WATERVILLE CSD,GARY LONCZAK,381 MADISON ST,WATERVILLE,3158413910,PK-12,69,1,1,1,1,8,12,12,17,189,2,229,8,3,33,18,9,0,23,1,0,0,3,0
411902040000,WATERVILLE CENTRAL SCHOOL DISTRICT,2010,41190204,WATERVILLE CSD,GARY LONCZAK,381 MADISON ST,WATERVILLE,3158413910,"PK-12, US",74,0,0,2,3,9,12,12,16,234,1,314,6,2,0,10,10,0,21,0,0,0,2,0
411902040000,WATERVILLE CENTRAL SCHOOL DISTRICT,2011,41190204,WATERVILLE CSD,GARY LONCZAK,381 MADISON ST,WATERVILLE,3158413910,PK-12,70,0,0,0,0,7,10,11,16,174,0,252,0,0,11,22,6,1,14,1,1,0,2,0
411902040001,MEMORIAL PARK ELEMENTARY SCHOOL,2009,41190204,WATERVILLE CSD,MATT ST PETER,145 E BACON ST,WATERVILLE,3158413784,PK-5,25,0,0,0,0,4,16,3,12,31,0,46,0,0,20,27,2,0,0,0,0,0,1,0
411902040001,MEMORIAL PARK ELEMENTARY SCHOOL,2010,41190204,WATERVILLE CSD,MATT ST PETER,145 E BACON ST,WATERVILLE,3158413784,PK-6,30,0,0,0,0,7,23,4,13,43,0,74,0,0,0,12,2,0,0,0,0,0,1,0
411902040001,MEMORIAL PARK ELEMENTARY SCHOOL,2011,41190204,WATERVILLE CSD,MATT ST PETER,145 E BACON ST,WATERVILLE,3158413784,PK-6,33,0,0,0,0,4,12,3,9,60,0,78,0,0,0,13,2,0,0,0,0,0,1,0
411902040003,WATERVILLE HIGH SCHOOL,2009,41190204,WATERVILLE CSD,DANA CHAPMAN,381 MADISON ST,WATERVILLE,3158413818,6-12,43,1,2,1,2,4,9,9,21,154,3,179,8,4,50,12,3,0,0,0,0,0,2,0
411902040003,WATERVILLE JR/SR HIGH SCHOOL,2010,41190204,WATERVILLE CSD,JON THUMMLER,381 MADISON ST,WATERVILLE,3158413818,"7-12, US",43,0,0,2,5,2,5,8,19,190,1,239,6,3,0,9,4,0,0,0,0,0,1,0
411902040003,WATERVILLE JR/SR HIGH SCHOOL,2011,41190204,WATERVILLE CSD,JON THUMMLER,381 MADISON ST,WATERVILLE,3158413818,7-12,34,0,0,0,0,3,9,7,21,114,0,154,0,0,29,28,2,0,0,0,1,0,1,0
412000050000,SHERRILL CITY SCHOOL DISTRICT,2009,41200005,SHERRILL CITY SD,NORMAN REED,5275 STATE RT 31,VERONA,3158297425,"PK-12, UE, US",160,0,0,1,1,7,4,24,15,351,1,514,5,1,25,17,20,1,34,1,1,0,5,0
412000050000,SHERRILL CITY SCHOOL DISTRICT,2010,41200005,SHERRILL CITY SD,NORMAN REED,5275 STATE RT 31,VERONA,3158297425,"PK-12, UE",168,0,0,1,1,6,4,28,17,358,1,531,4,1,17,10,20,1,34,1,1,0,5,0
412000050000,SHERRILL CITY SCHOOL DISTRICT,2011,41200005,SHERRILL CITY SD,NORMAN REED,5275 STATE RT 31,VERONA,3158297425,PK-12,161,0,0,1,1,7,4,27,17,315,0,521,2,0,20,11,22,0,31,2,1,0,5,0
412000050001,J D GEORGE ELEMENTARY SCHOOL,2009,41200005,SHERRILL CITY SD,STEPHEN ORCUTT,5647 E MAIN ST,VERONA,3153632580,"PK-6, UE",28,0,0,0,0,3,11,2,7,37,0,64,0,0,50,23,2,0,0,0,0,0,1,0
412000050001,J D GEORGE ELEMENTARY SCHOOL,2010,41200005,SHERRILL CITY SD,STEPHEN ORCUTT,5647 E MAIN ST,VERONA,3153632580,"PK-6, UE",35,0,0,1,3,3,9,2,6,43,2,66,1,2,0,7,2,0,0,0,0,0,1,0
412000050001,J D GEORGE ELEMENTARY SCHOOL,2011,41200005,SHERRILL CITY SD,KIMBERLY LEBLANC,5647 E MAIN ST,VERONA,3153632580,PK-6,34,0,0,1,3,1,3,1,3,34,0,73,2,3,0,14,2,0,0,0,0,0,1,0
412000050004,VERNON-VERONA-SHERRILL SENIOR HIGH SCHOOL,2009,41200005,SHERRILL CITY SD,PAUL DORWARD,5275 STATE RT 31,VERONA,3158292520,"9-12, US",53,0,0,0,0,1,2,13,25,146,0,186,3,2,13,13,5,0,0,0,1,0,1,0
412000050004,VERNON-VERONA-SHERRILL SENIOR HIGH SCHOOL,2010,41200005,SHERRILL CITY SD,PAUL DORWARD,5275 STATE RT 31,VERONA,3158292520,9-12,53,0,0,0,0,0,0,15,28,151,1,195,1,1,14,8,5,0,0,0,1,0,1,0
412000050004,VERNON-VERONA-SHERRILL SENIOR HIGH SCHOOL,2011,41200005,SHERRILL CITY SD,ANDY BROWN,5275 STATE RT 31,VERONA,3158292520,9-12,52,0,0,0,0,1,2,15,29,131,0,190,0,0,33,4,5,0,0,0,1,0,1,0
412000050005,W A WETTEL ELEMENTARY SCHOOL,2009,41200005,SHERRILL CITY SD,ANTHONY MICARONI,4329 PETERBORO ST,VERNON,3158293615,PK-6,20,0,0,0,0,1,5,1,5,17,0,35,0,0,25,21,0,2,0,0,0,0,1,0
412000050005,W A WETTEL ELEMENTARY SCHOOL,2010,41200005,SHERRILL CITY SD,VINCENT POMPO,4329 PETERBORO ST,VERNON,3158293615,PK-6,21,0,0,0,0,0,0,1,5,22,0,37,1,3,0,5,2,0,0,0,0,0,1,0
412000050005,W A WETTEL ELEMENTARY SCHOOL,2011,41200005,SHERRILL CITY SD,VINCENT POMPO,4329 PETERBORO ST,VERNON,3158293615,PK-6,20,0,0,0,0,0,0,1,5,15,0,38,0,0,0,10,2,0,0,0,0,0,1,0
412000050006,E A MCALLISTER ELEMENTARY SCHOOL,2009,41200005,SHERRILL CITY SD,JAMES ROZWOD,217 KINSLEY ST,SHERRILL,3153633080,PK-6,21,0,0,0,0,1,5,4,19,16,0,41,0,0,0,5,2,0,0,0,0,0,1,0
412000050006,E A MCALLISTER ELEMENTARY SCHOOL,2010,41200005,SHERRILL CITY SD,JAMES ROZWOD,217 KINSLEY ST,SHERRILL,3153633080,PK-6,23,0,0,0,0,1,4,6,26,18,0,49,0,0,33,10,2,0,0,0,0,0,1,0
412000050006,E A MCALLISTER ELEMENTARY SCHOOL,2011,41200005,SHERRILL CITY SD,JAMES ROZWOD,217 KINSLEY ST,SHERRILL,3153633080,PK-6,17,0,0,0,0,0,0,5,29,13,0,31,0,0,67,26,2,0,0,0,0,0,1,0
412000050007,VERNON-VERONA-SHERRILL MIDDLE SCHOOL,2009,41200005,SHERRILL CITY SD,JAMES KRAMER,5275 STATE RT 31,VERONA,3158292520,7-8,27,0,0,1,4,0,0,3,11,85,2,126,2,2,50,19,2,1,0,0,0,0,1,0
412000050007,VERNON-VERONA-SHERRILL MIDDLE SCHOOL,2010,41200005,SHERRILL CITY SD,JAMES KRAMER,5275 STATE RT 31,VERONA,3158292520,7-8,28,0,0,0,0,2,7,3,11,87,0,139,0,0,0,15,2,1,0,0,0,0,1,0
412000050007,VERNON-VERONA-SHERRILL MIDDLE SCHOOL,2011,41200005,SHERRILL CITY SD,JAMES KRAMER,5275 STATE RT 31,VERONA,3158292520,7-8,30,0,0,0,0,4,13,4,13,93,0,147,0,0,20,7,2,0,0,0,0,0,1,0
412201060000,HOLLAND PATENT CENTRAL SCHOOL DISTRICT,2009,41220106,HOLLAND PATENT CSD,KATHLEEN DAVIS,9601 MAIN ST,HOLLAND PATENT,3158657221,"PK-12, UE",134,0,0,1,1,11,8,31,23,268,2,395,5,1,22,18,18,0,25,0,1,0,4,0
412201060000,HOLLAND PATENT CENTRAL SCHOOL DISTRICT,2010,41220106,HOLLAND PATENT CSD,KATHLEEN DAVIS,9601 MAIN ST,HOLLAND PATENT,3158657221,"PK-12, UE",133,0,0,0,0,10,8,30,23,343,0,513,1,0,12,12,19,0,28,0,0,0,4,0
412201060000,HOLLAND PATENT CENTRAL SCHOOL DISTRICT,2011,41220106,HOLLAND PATENT CSD,KATHLEEN DAVIS,9601 MAIN ST,HOLLAND PATENT,3158657221,"PK-12, UE",134,0,0,0,0,9,7,33,25,305,0,466,0,0,15,13,19,0,31,0,0,0,4,0
412201060001,HOLLAND PATENT MIDDLE SCHOOL,2009,41220106,HOLLAND PATENT CSD,CHARLES PRATT,9601 MAIN ST,HOLLAND PATENT,3158658152,6-8,28,0,0,1,4,3,11,6,21,62,8,110,5,5,25,28,3,0,0,0,1,0,1,0
412201060001,HOLLAND PATENT MIDDLE SCHOOL,2010,41220106,HOLLAND PATENT CSD,CHARLES PRATT,9601 MAIN ST,HOLLAND PATENT,3158658152,6-8,27,0,0,0,0,3,11,5,19,86,0,130,0,0,11,7,4,0,0,0,0,0,1,0
412201060001,HOLLAND PATENT MIDDLE SCHOOL,2011,41220106,HOLLAND PATENT CSD,CHARLES PRATT,9601 MAIN ST,HOLLAND PATENT,3158658152,6-8,29,0,0,0,0,2,7,5,17,73,0,125,0,0,20,11,4,0,0,0,0,0,1,0
412201060003,HOLLAND PATENT ELEMENTARY SCHOOL,2009,41220106,HOLLAND PATENT CSD,ALLEN HYDE,9601 MAIN ST,HOLLAND PATENT,3158658151,K-5,23,0,0,0,0,2,9,4,17,19,0,24,0,0,17,13,1,0,0,0,0,0,1,0
412201060003,HOLLAND PATENT ELEMENTARY SCHOOL,2010,41220106,HOLLAND PATENT CSD,ALLEN HYDE,9601 MAIN ST,HOLLAND PATENT,3158658151,K-5,22,0,0,0,0,1,5,5,23,29,0,41,0,0,0,17,1,0,0,0,0,0,1,0
412201060003,HOLLAND PATENT ELEMENTARY SCHOOL,2011,41220106,HOLLAND PATENT CSD,ALLEN HYDE,9601 MAIN ST,HOLLAND PATENT,3158658151,PK-5,24,0,0,0,0,2,8,6,25,24,0,36,0,0,20,14,1,0,0,0,0,0,1,0
412201060005,GENERAL WILLIAM FLOYD ELEMENTARY SCHOOL,2009,41220106,HOLLAND PATENT CSD,KRISTIN CASAB,9601 MAIN ST,HOLLAND PATENT,3158655721,"PK-5, UE",27,0,0,0,0,2,7,3,11,27,0,42,0,0,17,11,1,0,0,0,0,0,1,0
412201060005,GENERAL WILLIAM FLOYD ELEMENTARY SCHOOL,2010,41220106,HOLLAND PATENT CSD,KRISTIN CASAB,9601 MAIN ST,HOLLAND PATENT,3158655721,"PK-5, UE",28,0,0,0,0,2,7,3,11,20,0,51,0,0,50,15,1,0,0,0,0,0,1,0
412201060005,GENERAL WILLIAM FLOYD ELEMENTARY SCHOOL,2011,41220106,HOLLAND PATENT CSD,KRISTIN CASAB,9601 MAIN ST,HOLLAND PATENT,3158655721,"PK-5, UE",27,0,0,0,0,2,7,4,15,29,0,45,0,0,20,18,2,0,0,0,0,0,1,0
412201060006,HOLLAND PATENT CENTRAL HIGH SCHOOL,2009,41220106,HOLLAND PATENT CSD,JOHN EGRESITS,9601 MAIN ST,HOLLAND PATENT,3158658154,9-12,40,0,0,0,0,2,5,15,38,107,0,136,0,0,25,14,6,0,0,0,0,0,1,0
412201060006,HOLLAND PATENT CENTRAL HIGH SCHOOL,2010,41220106,HOLLAND PATENT CSD,JOHN EGRESITS,9601 MAIN ST,HOLLAND PATENT,3158658154,9-12,38,0,0,0,0,1,3,14,37,126,0,188,0,0,0,8,5,0,0,0,0,0,1,0
412201060006,HOLLAND PATENT CENTRAL HIGH SCHOOL,2011,41220106,HOLLAND PATENT CSD,JOHN EGRESITS,9601 MAIN ST,HOLLAND PATENT,3158658154,9-12,38,0,0,0,0,2,5,15,39,125,0,177,0,0,0,5,5,0,0,0,0,0,1,0
412300010000,UTICA CITY SCHOOL DISTRICT,2009,41230001,UTICA CITY SD,JAMES WILLIS,106 MEMORIAL PARKWAY,UTICA,3157922222,"PK-12, UE, US",739,0,0,3,0,79,11,261,35,1381,0,2117,14,1,16,13,90,0,15,234,15,0,12,0
412300010000,UTICA CITY SCHOOL DISTRICT,2010,41230001,UTICA CITY SD,JAMES WILLIS,106 MEMORIAL PARKWAY,UTICA,3157922222,"PK-12, UE, US",780,0,0,0,0,69,9,299,38,1639,0,2535,9,0,12,12,119,1,0,160,15,0,12,0
412300010000,UTICA CITY SCHOOL DISTRICT,2011,41230001,UTICA CITY SD,JAMES WILLIS,106 MEMORIAL PARKWAY,UTICA,3157922222,"PK-12, UE, US",782,0,0,1,0,60,8,301,38,1760,0,2827,2,0,12,9,124,1,0,134,14,0,12,0
412300010003,ALBANY ELEMENTARY SCHOOL,2009,41230001,UTICA CITY SD,TANYA KALAVAZOFF,1151 ALBANY ST,UTICA,3153686500,"K-5, UE",32,0,0,0,0,2,6,14,44,31,0,54,0,0,60,22,1,0,0,0,0,0,1,0
412300010003,ALBANY ELEMENTARY SCHOOL,2010,41230001,UTICA CITY SD,TANIA KALAVAZOFF,1151 ALBANY ST,UTICA,3153686500,"K-5, UE",34,0,0,0,0,2,6,16,47,37,0,78,0,0,50,25,2,0,0,0,0,0,1,0
412300010003,ALBANY ELEMENTARY SCHOOL,2011,41230001,UTICA CITY SD,TANIA KALAVAZOFF,1151 ALBANY ST,UTICA,3153686500,"K-5, UE",38,0,0,0,0,2,5,18,47,45,0,86,0,0,20,9,2,0,0,0,0,0,1,0
412300010005,CHRISTOPHER COLUMBUS ELEMENTARY SCHOOL,2009,41230001,UTICA CITY SD,DONA DAWES,934 ARMORY DR,UTICA,3153686520,K-5,49,0,0,0,0,5,10,11,22,46,0,93,0,0,15,8,3,0,0,0,1,0,1,0
412300010005,CHRISTOPHER COLUMBUS ELEMENTARY SCHOOL,2010,41230001,UTICA CITY SD,DONA DAWES,934 ARMORY DR,UTICA,3153686520,K-5,50,0,0,0,0,3,6,13,26,56,0,95,1,1,0,10,5,0,0,0,1,0,1,0
412300010005,CHRISTOPHER COLUMBUS ELEMENTARY SCHOOL,2011,41230001,UTICA CITY SD,DONA DAWES,934 ARMORY DR,UTICA,3153686520,K-5,50,0,0,0,0,4,8,12,24,43,0,107,0,0,10,8,4,0,0,0,1,0,1,0
412300010006,GENERAL HERKIMER ELEMENTARY SCHOOL,2009,41230001,UTICA CITY SD,ELAINE GALIME,420 KEYES RD,UTICA,3153686600,"K-5, UE",40,0,0,0,0,1,3,16,40,34,0,58,0,0,0,3,3,0,0,0,1,0,1,0
412300010006,GENERAL HERKIMER ELEMENTARY SCHOOL,2010,41230001,UTICA CITY SD,ELAINE GALIME,420 KEYES RD,UTICA,3153686600,K-5,41,0,0,0,0,2,5,16,39,49,0,76,0,0,0,10,4,0,0,0,1,0,1,0
412300010006,GENERAL HERKIMER ELEMENTARY SCHOOL,2011,41230001,UTICA CITY SD,ELAINE GALIME,420 KEYES RD,UTICA,3153686600,K-5,40,0,0,0,0,1,3,18,45,47,0,71,0,0,25,7,4,0,0,0,1,0,1,0
412300010009,HUGH R JONES ELEMENTARY SCHOOL,2009,41230001,UTICA CITY SD,ALAINE HARTNETT,2630 REMINGTON RD,UTICA,3153686740,"K-5, UE",33,0,0,0,0,1,3,12,36,31,0,50,0,0,0,11,2,0,0,0,0,0,1,0
412300010009,HUGH R JONES ELEMENTARY SCHOOL,2010,41230001,UTICA CITY SD,ALAINE HARTNETT-BARNELLO,2630 REMINGTON RD,UTICA,3153686740,"K-5, UE",33,0,0,0,0,1,3,11,33,43,0,79,0,0,50,9,4,0,0,0,0,0,1,0
412300010009,HUGH R JONES ELEMENTARY SCHOOL,2011,41230001,UTICA CITY SD,ALAINE HARTNETT-BARNELLO,2630 REMINGTON RD,UTICA,3153686740,"K-5, UE",35,0,0,0,0,3,9,11,31,40,0,82,0,0,50,6,4,0,0,0,0,0,1,0
412300010011,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,2009,41230001,UTICA CITY SD,MARK DESALVO,211 SQUARE ST,UTICA,3153686720,K-5,18,0,0,0,0,1,6,5,28,23,0,37,0,0,17,10,1,0,0,0,0,0,1,0
412300010011,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,2010,41230001,UTICA CITY SD,MARK DESALVO,211 SQUARE ST,UTICA,3153686720,"K-5, UE",20,0,0,0,0,2,10,7,35,21,0,44,0,0,0,11,2,0,0,0,0,0,1,0
412300010011,MARTIN LUTHER KING JR ELEMENTARY SCHOOL,2011,41230001,UTICA CITY SD,MARK DESALVO,211 SQUARE ST,UTICA,3153686720,"K-5, UE",21,0,0,0,0,3,14,6,29,32,0,56,0,0,20,15,2,0,0,0,0,0,1,0
412300010012,WATSON WILLIAMS ELEMENTARY SCHOOL,2009,41230001,UTICA CITY SD,CHERYL BECKETT-MINOR,107 ELMWOOD PL,UTICA,3153686780,"K-5, UE, US",38,0,0,0,0,9,24,11,29,31,0,60,0,0,7,18,3,0,0,0,0,0,1,0
412300010012,WATSON WILLIAMS ELEMENTARY SCHOOL,2010,41230001,UTICA CITY SD,CHERYL BECKETT-MINOR,107 ELMWOOD PL,UTICA,3153686780,K-5,43,0,0,0,0,8,19,12,28,49,0,90,0,0,28,21,4,0,0,0,0,0,1,0
412300010012,WATSON WILLIAMS ELEMENTARY SCHOOL,2011,41230001,UTICA CITY SD,CHERYL BECKETT-MINOR,107 ELMWOOD PL,UTICA,3153686780,K-5,41,0,0,0,0,5,12,11,27,52,0,91,0,0,17,16,4,0,0,0,0,0,1,0
412300010014,THOMAS JEFFERSON ELEMENTARY SCHOOL,2009,41230001,UTICA CITY SD,ELIZABETH PAUL,190 BOOTH ST,UTICA,3153686700,K-5,38,0,0,0,0,0,0,12,32,24,0,40,0,0,33,8,3,0,0,0,0,0,1,0
412300010014,THOMAS JEFFERSON ELEMENTARY SCHOOL,2010,41230001,UTICA CITY SD,ELIZABETH PAUL,190 BOOTH ST,UTICA,3153686700,K-5,36,0,0,0,0,1,3,12,33,31,0,57,0,0,0,16,3,1,0,0,0,0,1,0
412300010014,THOMAS JEFFERSON ELEMENTARY SCHOOL,2011,41230001,UTICA CITY SD,ELIZABETH PAUL,190 BOOTH ST,UTICA,3153686700,K-5,39,0,0,0,0,0,0,13,33,49,0,68,0,0,0,3,4,1,0,0,0,0,1,0
412300010016,JOHN F HUGHES ELEMENTARY SCHOOL,2009,41230001,UTICA CITY SD,JO ANN RUSSO,24 PROSPECT ST,UTICA,3153686620,K-5,34,0,0,0,0,5,15,19,56,37,0,70,0,0,0,6,3,0,0,0,0,0,1,0
412300010016,JOHN F HUGHES ELEMENTARY SCHOOL,2010,41230001,UTICA CITY SD,JO ANN RUSSO,24 PROSPECT ST,UTICA,3153686620,K-5,35,0,0,0,0,1,3,21,60,43,0,78,0,0,20,12,4,0,0,0,0,0,1,0
412300010016,JOHN F HUGHES ELEMENTARY SCHOOL,2011,41230001,UTICA CITY SD,JO ANN RUSSO,24 PROSPECT ST,UTICA,3153686620,K-5,36,0,0,0,0,5,14,21,58,51,0,86,0,0,0,11,4,0,0,0,0,0,1,0
412300010018,KERNAN ELEMENTARY SCHOOL,2009,41230001,UTICA CITY SD,HENRY FRASCA,929 YORK ST,UTICA,3153686761,K-5,50,0,0,0,0,10,20,12,24,46,0,91,0,0,11,19,3,0,0,0,1,0,1,0
412300010018,KERNAN ELEMENTARY SCHOOL,2010,41230001,UTICA CITY SD,HENRY FRASCA,929 YORK ST,UTICA,3153686761,"K-5, UE",53,0,0,0,0,9,17,8,15,78,0,130,0,0,6,20,6,0,0,0,1,0,1,0
