NCESSCH,LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LOCALE,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR,,CONDITION
3.60103E+11,3601025,NUASIN NEXT GENERATION CHARTER SCHOOL,36,180 W 165TH ST,BRONX,NY,10452,36,36005,Bronx County,11,40.834319,-73.930266,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36077,36029,2021-2022,,
3.60103E+11,3601027,DR RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL,36,800 HOME ST-RM 205,BRONX,NY,10456,36,36005,Bronx County,11,40.8273,-73.9002,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36079,36032,2021-2022,,
3.60103E+11,3601028,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,36,350 LINWOOD ST,BROOKLYN,NY,11208,36,36047,Kings County,11,40.677027,-73.883904,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3607,36054,36018,2021-2022,,
3.60103E+11,3601029,BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL,36,82 LEWIS AVE,BROOKLYN,NY,11206,36,36047,Kings County,11,40.6947,-73.9376,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3608,36054,36018,2021-2022,,
3.60103E+11,3601030,HYDE LEADERSHIP CHARTER SCHOOL - BROOKLYN,36,330 ALABAMA AVE,BROOKLYN,NY,11207,36,36047,Kings County,11,40.667782,-73.898022,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3608,36060,36019,2021-2022,,
3.60103E+11,3601031,IMAGINE ME LEADERSHIP CHARTER SCHOOL,36,818 SCHENCK AVE,BROOKLYN,NY,11207,36,36047,Kings County,11,40.6601,-73.8835,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3608,36060,36019,2021-2022,,
3.60103E+11,3601032,OCEAN HILL COLLEGIATE CHARTER SCHOOL,36,1137 HERKIMER ST-2ND FL,BROOKLYN,NY,11233,36,36047,Kings County,11,40.678117,-73.915894,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3608,36055,36025,2021-2022,,
3.60103E+11,3601033,BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,36,832 MARCY AVE-1ST FL,BROOKLYN,NY,11216,36,36047,Kings County,11,40.68476,-73.947728,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3608,36056,36025,2021-2022,,
3.60103E+11,3601034,ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,36,122-05 SMITH ST,JAMAICA,NY,11434,36,36081,Queens County,11,40.67974,-73.77816,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36032,36010,2021-2022,,
3.60104E+11,3601035,RIVERTON STREET CHARTER SCHOOL,36,118-34 RIVERTON ST,SAINT ALBANS,NY,11412,36,36081,Queens County,11,40.689347,-73.763553,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36029,36014,2021-2022,,
3.60104E+11,3601036,INNOVATION CHARTER HIGH SCHOOL,36,410 E 100TH ST-2ND FL,NEW YORK,NY,10029,36,36061,New York County,11,40.785327,-73.942373,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36068,36029,2021-2022,,
3.60104E+11,3601039,SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST,36,145 W 84TH ST-2ND FL,NEW YORK,NY,10024,36,36061,New York County,11,40.7858,-73.9742,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3610,36069,36029,2021-2022,,
3.60104E+11,3601040,TRUE NORTH ROCHESTER  PREP-WEST CAMP,36,432 CHILI AVE,ROCHESTER,NY,14611,36,36055,Monroe County,12,43.1466,-77.6481,40380,"Rochester, NY",1,464,"Rochester-Batavia-Seneca Falls, NY",N,N,3625,36137,36056,2021-2022,,
3.60104E+11,3601041,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES,36,99 TERRACE VIEW AVE-RM 360,BRONX,NY,10463,36,36005,Bronx County,11,40.87785,-73.913551,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3616,36081,36034,2021-2022,,
3.60104E+11,3601042,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL,36,2050 2ND AVE,NEW YORK,NY,10026,36,36061,New York County,11,40.790024,-73.942589,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36068,36029,2021-2022,,
3.60104E+11,3601043,BROOME STREET ACADEMY CHARTER HIGH SCHOOL,36,121 AVE OF THE AMERICAS,NEW YORK,NY,10013,36,36061,New York County,11,40.724138,-74.005073,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3610,36066,36026,2021-2022,,
3.60104E+11,3601044,NEW YORK CITY MONTESSORI CHARTER SCHOOL,36,423 E 138TH ST,BRONX,NY,10454,36,36005,Bronx County,11,40.809009,-73.921805,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36084,36029,2021-2022,,
3.60105E+11,3601046,DISCOVERY CHARTER SCHOOL,36,133 HOOVER DR,ROCHESTER,NY,14615,36,36055,Monroe County,21,43.2031,-77.671161,40380,"Rochester, NY",1,464,"Rochester-Batavia-Seneca Falls, NY",N,N,3625,36134,36056,2021-2022,,
3.60105E+11,3601047,NEW VISIONS CHARTER HS-ADV MATH/SCIE,36,99 TERRACE VIEW AVE-RM 254,BRONX,NY,10463,36,36005,Bronx County,11,40.87785,-73.913551,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3616,36081,36034,2021-2022,,
3.60105E+11,3601048,EMBER CHARTER SCHOOL,36,616 QUINCY ST-3RD FL,BROOKLYN,NY,11221,36,36047,Kings County,11,40.688515,-73.93563,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3608,36056,36025,2021-2022,,
3.60105E+11,3601049,ICAHN CHARTER SCHOOL 5,36,1500 PELHAM PKWY S,BRONX,NY,10461,36,36005,Bronx County,11,40.856754,-73.842916,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36080,36034,2021-2022,,
3.60105E+11,3601051,AMANI PUBLIC CHARTER SCHOOL,36,60 S 3RD AVE,MOUNT VERNON,NY,10550,36,36119,Westchester County,21,40.9097,-73.8356,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3616,36089,36036,2021-2022,,
3.60105E+11,3601052,EXPLORE EXCEL CHARTER SCHOOL,36,1077 REMSEN AVE,BROOKLYN,NY,11236,36,36047,Kings County,11,40.6426,-73.9081,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3608,36058,36019,2021-2022,,
3.60105E+11,3601053,ACADEMY OF THE CITY CHARTER SCHOOL,36,31-29 60TH ST,WOODSIDE,NY,11377,36,36081,Queens County,11,40.756936,-73.902428,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3614,36034,36013,2021-2022,,
3.60105E+11,3601054,SUCCESS ACADEMY CHARTER SCHOOL - BED STUY 1,36,70 TOMPKINS AVE-2ND FL,BROOKLYN,NY,11206,36,36047,Kings County,11,40.696729,-73.947046,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3608,36056,36018,2021-2022,,
3.60106E+11,3601055,WEST BUFFALO CHARTER SCHOOL,36,113 LAFAYETTE AVE,BUFFALO,NY,14213,36,36029,Erie County,11,42.919719,-78.894538,15380,"Buffalo-Cheektowaga, NY",1,160,"Buffalo-Cheektowaga-Olean, NY",N,N,3626,36149,36060,2021-2022,,
3.60106E+11,3601056,CENTRAL QUEENS ACADEMY CHARTER SCHOOL,36,55-30 JUNCTION BLVD,ELMHURST,NY,11373,36,36081,Queens County,11,40.7373,-73.8664,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3606,36035,36013,2021-2022,,
3.60106E+11,3601057,NEW VISIONS AIM CHARTER HIGH SCHOOL I,36,1150 E NEW YORK AVE,BROOKLYN,NY,11212,36,36047,Kings County,11,40.666236,-73.923917,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3609,36055,36020,2021-2022,,
3.60106E+11,3601058,EXPLORE EXCEED CHARTER SCHOOL,36,443 ST MARKS AVE-RM 114,BROOKLYN,NY,11238,36,36047,Kings County,11,40.677,-73.96,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3609,36057,36020,2021-2022,,
3.60106E+11,3601059,LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL,36,1580 DEAN ST-3RD FL,BROOKLYN,NY,11213,36,36047,Kings County,11,40.675792,-73.935219,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3609,36056,36025,2021-2022,,
3.60106E+11,3601060,SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL,36,284 BALTIC ST-LOWER LEVEL,BROOKLYN,NY,11201,36,36047,Kings County,11,40.685271,-73.993565,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3607,36052,36026,2021-2022,,
3.60106E+11,3601061,NEW DAWN CHARTER HIGH SCHOOL,36,242 HOYT ST,BROOKLYN,NY,11217,36,36047,Kings County,11,40.683036,-73.990439,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3607,36052,36025,2021-2022,,
3.60106E+11,3601062,SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG,36,183 S 3RD ST-4TH FL,BROOKLYN,NY,11211,36,36047,Kings County,11,40.711853,-73.960193,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3607,36053,36018,2021-2022,,
3.60106E+11,3601063,SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2,36,211 THROOP AVE-3RD FL,BROOKLYN,NY,11206,36,36047,Kings County,11,40.6976,-73.9435,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3608,36056,36018,2021-2022,,
3.60106E+11,3601064,BEGINNING WITH CHILDREN CHARTER SCHOOL II,36,215 HEYWARD ST,BROOKLYN,NY,11206,36,36047,Kings County,11,40.7039,-73.9534,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3607,36050,36026,2021-2022,,
3.60107E+11,3601065,URBAN DOVE TEAM CHARTER SCHOOL,36,1256 E 21ST ST,BROOKLYN,NY,11210,36,36047,Kings County,11,40.622473,-73.954975,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3609,36048,36017,2021-2022,,
3.60107E+11,3601066,CHILDREN'S AID COLLEGE PREPARATORY CHARTER SCHOOL,36,1919 PROSPECT AVE,BRONX,NY,10457,36,36005,Bronx County,11,40.843756,-73.890036,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36079,36033,2021-2022,,
3.60107E+11,3601067,NEW VISIONS AIM CHARTER HIGH SCHOOL II,36,1010 REV JAMES POLITE AVE,BRONX,NY,10459,36,36005,Bronx County,11,40.823433,-73.898447,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36079,36032,2021-2022,,
3.60107E+11,3601069,ICAHN CHARTER SCHOOL 6,36,1701 FULTON AVE,BRONX,NY,10457,36,36005,Bronx County,11,40.841202,-73.898353,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36079,36033,2021-2022,,
3.60107E+11,3601070,FAMILY LIFE ACADEMY CHARTER SCHOOL II,36,296 E 140TH ST,BRONX,NY,10454,36,36005,Bronx County,11,40.8115,-73.9251,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36084,36029,2021-2022,,
3.60107E+11,3601071,MOTT HALL CHARTER SCHOOL,36,1260 FRANKLIN AVE,BRONX,NY,10456,36,36005,Bronx County,11,40.831,-73.9021,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36079,36032,2021-2022,,
3.60107E+11,3601072,NEW VISIONS CHTR HS-ADV MA/SCI II,36,900 TINTON AVE,BRONX,NY,10456,36,36005,Bronx County,11,40.821845,-73.902904,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36079,36032,2021-2022,,
3.60107E+11,3601073,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES II,36,900 TINTON AVE,BRONX,NY,10456,36,36005,Bronx County,11,40.821845,-73.902904,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36079,36032,2021-2022,,
3.60108E+11,3601075,KIPP NYC WASHINGTON HEIGHTS ACADEMY CHARTER SCHOOL,36,21 JUMEL PL-RM D109,NEW YORK,NY,10032,36,36061,New York County,11,40.8394,-73.9357,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36072,36031,2021-2022,,
3.60108E+11,3601076,GLOBAL COMMUNITY CHARTER SCHOOL,36,2350 5TH AVE,NEW YORK,NY,10037,36,36061,New York County,11,40.817086,-73.935053,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36070,36030,2021-2022,,
3.60108E+11,3601077,NEIGHBORHOOD CHARTER SCHOOL OF HARLEM,36,691 ST NICHOLAS AVE,NEW YORK,NY,10030,36,36061,New York County,11,40.823757,-73.94541,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36070,36030,2021-2022,,
3.60108E+11,3601078,DEMOCRACY PREP ENDURANCE CHARTER SCHOOL,36,250 W 127TH ST,NEW YORK,NY,10027,36,36061,New York County,11,40.8107,-73.949,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36070,36030,2021-2022,,
3.60108E+11,3601079,MANHATTAN CHARTER SCHOOL II,36,220 HENRY ST,NEW YORK,NY,10002,36,36061,New York County,11,40.7133,-73.9861,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3607,36065,36026,2021-2022,,
3.60108E+11,3601080,YOUNG WOMEN'S COLLEGE PREP CHARTER,36,133 HOOVER DR,ROCHESTER,NY,14615,36,36055,Monroe County,21,43.2031,-77.671161,40380,"Rochester, NY",1,464,"Rochester-Batavia-Seneca Falls, NY",N,N,3625,36134,36056,2021-2022,,
3.60108E+11,3601082,MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL,36,6802 METROPOLITAN AVE,MIDDLE VILLAGE,NY,11379,36,36081,Queens County,11,40.710711,-73.888348,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3606,36028,36015,2021-2022,,
3.60108E+11,3601083,SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE,36,40 IRVING PL-2ND FL,NEW YORK,NY,10003,36,36061,New York County,11,40.735504,-73.987439,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3612,36074,36028,2021-2022,,
3.60108E+11,3601084,UTICA ACADEMY OF SCIENCE CHARTER SCHOOL,36,160 SCHOOL LN,FRANKFORT,NY,13340,36,36043,Herkimer County,41,43.075935,-75.169395,46540,"Utica-Rome, NY",1,N,N,N,N,3622,36119,36051,2021-2022,,
3.60109E+11,3601085,GREAT OAKS CHARTER SCHOOL,36,38 DELANCEY ST-3RD FL,NEW YORK,NY,10002,36,36061,New York County,11,40.719909,-73.991729,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3607,36065,36026,2021-2022,,
3.60109E+11,3601086,SUCCESS ACADEMY CHARTER SCHOOL-FORT GREENE,36,101 PARK AVE-3RD FL,BROOKLYN,NY,11205,36,36047,Kings County,11,40.696803,-73.976069,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3607,36050,36025,2021-2022,,
3.60109E+11,3601087,BARRINGER ROAD ELEMENTARY SCHOOL,36,326 BARRINGER RD,ILION,NY,13357,36,36043,Herkimer County,31,43.0089,-75.057,46540,"Utica-Rome, NY",1,N,N,N,N,3622,36101,36051,2021-2022,,
3.60109E+11,3601087,CENTRAL VALLEY ACADEMY,36,111 FREDERICK ST,ILION,NY,13357,36,36043,Herkimer County,31,43.00862,-75.038737,46540,"Utica-Rome, NY",1,N,N,N,N,3622,36101,36051,2021-2022,,
3.60109E+11,3601087,HARRY M FISHER ELEMENTARY SCHOOL,36,10 FISHER AVE,MOHAWK,NY,13407,36,36043,Herkimer County,31,43.003071,-75.004485,46540,"Utica-Rome, NY",1,N,N,N,N,3622,36101,36051,2021-2022,,
3.60109E+11,3601087,GREGORY B JARVIS MIDDLE SCHOOL,36,28 GROVE ST,MOHAWK,NY,13407,36,36043,Herkimer County,31,43.0086,-75.008,46540,"Utica-Rome, NY",1,N,N,N,N,3622,36101,36051,2021-2022,,
3.60109E+11,3601088,NEW VISIONS CHTR HS-ADV MA/SCI III,36,3000 AVE X,BROOKLYN,NY,11235,36,36047,Kings County,11,40.593561,-73.936702,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3609,36041,36019,2021-2022,,
3.60109E+11,3601089,SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS,36,801 PARK PL-4TH FL,BROOKLYN,NY,11216,36,36047,Kings County,11,40.67373,-73.9514,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3609,36043,36025,2021-2022,,
3.60109E+11,3601090,EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II,36,1573 MADISON AVE-RM 320,NEW YORK,NY,10029,36,36061,New York County,11,40.793703,-73.948683,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36068,36030,2021-2022,,
3.60109E+11,3601091,ICAHN CHARTER SCHOOL 7,36,1535 STORY AVE,BRONX,NY,10473,36,36005,Bronx County,11,40.822225,-73.87694,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36085,36032,2021-2022,,
3.60109E+11,3601092,NEW AMERICAN ACADEMY CHARTER SCHOOL (THE),36,9301 AVE B,BROOKLYN,NY,11236,36,36047,Kings County,11,40.651407,-73.913954,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3608,36058,36021,2021-2022,,
3.60109E+11,3601093,MATH ENGINEERING AND SCIENCE ACADEMY CHARTER HIGH SCHOOL,36,231 PALMETTO ST,BROOKLYN,NY,11221,36,36047,Kings County,11,40.695534,-73.915414,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3607,36053,36018,2021-2022,,
3.60109E+11,3601094,UNITY PREPARATORY CHARTER SCHOOL OF BROOKLYN,36,432 MONROE ST,BROOKLYN,NY,11221,36,36047,Kings County,11,40.6863,-73.941,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3608,36056,36025,2021-2022,,
3.6011E+11,3601095,SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEIGHTS,36,330 CROWN ST-5TH FL,BROOKLYN,NY,11225,36,36047,Kings County,11,40.6659,-73.9492,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3609,36043,36020,2021-2022,,
3.6011E+11,3601096,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 3,36,1000 TELLER AVE-3RD FL,BRONX,NY,10469,36,36005,Bronx County,11,40.827634,-73.913847,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36077,36032,2021-2022,,
3.6011E+11,3601097,HARLEM HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,36,147 ST NICHOLAS AVE,NEW YORK,NY,10026,36,36061,New York County,11,40.8048,-73.953,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36070,36030,2021-2022,,
3.6011E+11,3601099,SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN,36,439 W 49TH ST-2ND FL,NEW YORK,NY,10019,36,36061,New York County,11,40.763876,-73.990402,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3610,36075,36027,2021-2022,,
3.6011E+11,3601100,BROOKLYN URBAN GARDEN CHARTER SCHOOL,36,500 19TH ST,BROOKLYN,NY,11215,36,36047,Kings County,11,40.656281,-73.982607,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3609,36044,36021,2021-2022,,
3.6011E+11,3601102,CANARSIE ASCEND CHARTER SCHOOL,36,9719 FLATLANDS AVE,BROOKLYN,NY,11236,36,36047,Kings County,11,40.644508,-73.900402,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3608,36059,36019,2021-2022,,
3.6011E+11,3601103,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III,36,3000 AVE X,BROOKLYN,NY,11235,36,36047,Kings County,11,40.593561,-73.936702,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3609,36041,36019,2021-2022,,
3.60111E+11,3601105,SOUTH BRONX CLASSICAL CHARTER SCHOOL II,36,333 E 135TH ST,BRONX,NY,10454,36,36005,Bronx County,11,40.8082,-73.9258,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36084,36029,2021-2022,,
3.60111E+11,3601106,LEADERSHIP PREPARATORY CANARSIE CHARTER SCHOOL,36,1070 E 104TH ST,BROOKLYN,NY,11236,36,36047,Kings County,11,40.644148,-73.892556,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3608,36058,36019,2021-2022,,
3.60111E+11,3601107,OPPENHEIM-EPHRATAH-ST JOHNSVILLE ELEMENTARY SCHOOL,36,6486 STATE HWY 29,ST JOHNSVILLE,NY,13452,36,36035,Fulton County,42,43.0609,-74.6632,24100,"Gloversville, NY",2,104,"Albany-Schenectady, NY",N,N,3621,36118,36049,2021-2022,,
3.60111E+11,3601107,OPPENHEIM-EPHRATAH-ST JOHNSVILLE JUNIOR/SENIOR HIGH SCHOOL,36,44 CENTER ST,ST JOHNSVILLE,NY,13452,36,36057,Montgomery County,42,43.001217,-74.676148,11220,"Amsterdam, NY",2,104,"Albany-Schenectady, NY",N,N,3619,36111,36046,2021-2022,,
3.60111E+11,3601108,BRILLA COLLEGE PREPARATORY CHARTER SCHOOL,36,413 E 144TH ST,BRONX,NY,10454,36,36005,Bronx County,11,40.8128,-73.9193,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36084,36029,2021-2022,,
3.60111E+11,3601109,ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,36,982 HEGEMAN AVE,BROOKLYN,NY,11208,36,36047,Kings County,11,40.666139,-73.87634,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3608,36060,36019,2021-2022,,
3.60111E+11,3601110,SUCCESS ACADEMY CHARTER SCHOOL - WASHINGTON HEIGHTS,36,701 FORT WASHINGTON AVE,NEW YORK,NY,10040,36,36061,New York County,11,40.857908,-73.935557,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3613,36071,36031,2021-2022,,
3.60111E+11,3601111,BROOKLYN LABORATORY CHARTER SCHOOL,36,240 JAY ST,BROOKLYN,NY,11201,36,36047,Kings County,11,40.697168,-73.987323,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3607,36052,36025,2021-2022,,
3.60111E+11,3601112,ACHIEVEMENT FIRST LINDEN CHARTER SCHOOL,36,800 VAN SICLEN AVE,BROOKLYN,NY,11207,36,36047,Kings County,11,40.660087,-73.885767,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3608,36060,36019,2021-2022,,
3.60111E+11,3601113,RENAISSANCE ACADEMY CHARTER SCHOOL OF THE ARTS,36,299 KIRK RD,ROCHESTER,NY,14612,36,36055,Monroe County,21,43.25965,-77.681926,40380,"Rochester, NY",1,464,"Rochester-Batavia-Seneca Falls, NY",N,N,3625,36134,36056,2021-2022,,
3.60111E+11,3601114,CENTRAL BROOKLYN ASCEND CHARTER SCHOOL,36,465 E 29TH ST,BROOKLYN,NY,11226,36,36047,Kings County,11,40.638949,-73.949085,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3609,36042,36021,2021-2022,,
3.60112E+11,3601115,BOYS PREPARATORY CHARTER SCHOOL OF NEW YORK,36,192 E 151ST ST,BRONX,NY,10451,36,36005,Bronx County,11,40.820295,-73.927409,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3615,36084,36029,2021-2022,,
3.60112E+11,3601116,SUCCESS ACADEMY CHARTER SCHOOL - ROSEDALE,36,147-65 249TH ST,ROSEDALE,NY,11422,36,36081,Queens County,11,40.655512,-73.738219,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3605,36029,36010,2021-2022,,
